Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice,LogSalePrice,TotalAreaRatio,HouseAgeAtSale,ExterQual_encoded
1067,60,RL,59.0,8.966738978759576,Pave,No Alley,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,7,1993,1994,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,799,799,GasA,Gd,Y,SBrkr,799,772,0,1571,0,0,2,1,3,1,TA,7,Typ,1,TA,Attchd,1993.0,RFn,2,380,TA,TA,Y,0,40,0,0,0,0,No Pool,No Fence,No Feature,0,5,2009,WD,Normal,178000,12.08954444723597,175.203048033559,16,2
1068,60,RL,80.0,9.186150133174966,Pave,No Alley,Reg,Lvl,AllPub,Inside,Mod,NAmes,Norm,Norm,1Fam,2Story,6,6,1964,1964,Gable,CompShg,HdBoard,HdBoard,BrkFace,360.0,TA,TA,CBlock,TA,TA,Gd,GLQ,674,LwQ,106,0,780,GasA,TA,Y,SBrkr,798,813,0,1611,1,0,1,1,4,1,TA,7,Typ,0,No Fireplace,Attchd,1964.0,RFn,2,442,TA,TA,Y,328,128,0,0,189,0,No Pool,No Fence,No Feature,0,6,2008,WD,Normal,167900,12.031129798974042,175.37270528401407,44,3
1069,160,RM,42.0,8.285261134068948,Pave,No Alley,Reg,Lvl,AllPub,Inside,Gtl,MeadowV,Norm,Norm,TwnhsE,2Story,6,4,1973,1973,Gable,CompShg,CemntBd,CmentBd,None,0.0,TA,TA,CBlock,Gd,TA,No,ALQ,837,Unf,0,105,942,GasA,Gd,Y,SBrkr,1291,1230,0,2521,1,0,2,1,5,1,TA,10,Maj1,1,Gd,Attchd,1973.0,Fin,2,576,TA,TA,Y,728,20,0,0,0,0,No Pool,GdPrv,No Feature,0,6,2006,WD,Normal,151400,11.927687224983487,304.27526172152403,33,3
1070,45,RL,60.0,9.169622538697624,Pave,No Alley,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1.5Unf,5,7,1949,2003,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,ALQ,220,Unf,0,625,845,GasA,TA,Y,SBrkr,893,0,0,893,0,1,1,0,2,1,Gd,4,Typ,0,No Fireplace,Detchd,1985.0,Unf,2,576,TA,TA,Y,0,0,0,0,0,0,No Pool,No Fence,No Feature,0,5,2007,WD,Normal,135000,11.813037464800539,97.3867785976318,58,3
1071,20,RL,72.0,9.225524507301223,Pave,No Alley,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,1956,1956,Hip,CompShg,MetalSd,MetalSd,BrkFace,120.0,TA,TA,CBlock,TA,TA,No,BLQ,586,Unf,0,462,1048,GasA,TA,Y,SBrkr,1048,0,0,1048,1,0,1,0,3,1,TA,6,Typ,0,No Fireplace,Attchd,1956.0,Unf,1,286,TA,TA,Y,0,20,0,0,192,0,No Pool,No Fence,No Feature,0,6,2007,WD,Normal,135000,11.813037464800539,113.59787719067859,51,3
1072,60,RL,78.0,9.367429587218957,Pave,No Alley,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,RRAn,Norm,1Fam,2Story,6,6,1968,1968,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,298,Unf,0,429,727,GasA,Ex,Y,SBrkr,829,727,0,1556,0,0,1,1,4,1,TA,8,Typ,0,No Fireplace,Attchd,1968.0,Unf,2,441,TA,TA,Y,0,0,0,0,0,0,No Pool,No Fence,No Feature,0,5,2009,WD,Normal,154000,11.944714374881176,166.10746688963926,41,3
1073,50,RL,50.0,8.934059722248843,Pave,No Alley,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Artery,Norm,1Fam,1.5Fin,5,3,1948,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,Fa,Fa,Mn,Unf,0,Unf,0,810,810,GasA,Fa,Y,FuseA,1002,454,0,1456,1,1,1,0,4,1,TA,7,Typ,1,TA,Detchd,1954.0,Unf,1,280,TA,TA,P,0,0,0,0,0,0,No Pool,No Fence,No Feature,0,8,2006,WD,Normal,91500,11.424105180165641,162.97182303069516,58,3
1074,60,RL,75.0,8.981052985901483,Pave,No Alley,IR1,Bnk,AllPub,Corner,Gtl,Edwards,Norm,Norm,1Fam,2Story,6,6,1977,1977,Hip,CompShg,HdBoard,Plywood,BrkFace,140.0,TA,TA,CBlock,TA,TA,No,BLQ,535,Unf,0,155,690,GasA,TA,Y,SBrkr,698,728,0,1426,0,0,1,1,3,1,TA,6,Typ,0,No Fireplace,Attchd,1977.0,Fin,2,440,TA,TA,Y,252,0,0,0,0,0,No Pool,MnPrv,No Feature,0,7,2009,WD,Normal,159500,11.979805470779858,158.77870916011122,32,3
1075,20,RL,74.0,9.054504940418054,Pave,No Alley,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,Av,Unf,0,Unf,0,1240,1240,GasA,Ex,Y,SBrkr,1240,0,0,1240,0,0,2,0,2,1,Gd,5,Typ,0,No Fireplace,Attchd,2006.0,RFn,3,826,TA,TA,Y,140,93,0,0,0,0,No Pool,No Fence,No Feature,0,5,2007,WD,Normal,194000,12.175618592671356,136.94840393369404,1,2
1076,70,RL,75.0,9.482350275033667,Pave,No Alley,Reg,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,2Story,7,6,1940,1984,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,No,BLQ,410,Unf,0,390,800,GasA,TA,Y,SBrkr,960,780,0,1740,0,0,1,1,3,1,TA,6,Typ,2,Gd,Attchd,1940.0,Unf,1,240,TA,TA,Y,0,0,0,0,0,0,No Pool,No Fence,No Feature,0,7,2007,CWD,Normal,219500,12.299112067295642,183.49881089937085,67,3
1077,50,RL,60.0,9.287394001418473,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,5,8,1936,1989,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,Fa,TA,No,ALQ,626,Unf,0,170,796,GasA,Gd,Y,SBrkr,1096,370,0,1466,0,1,2,0,3,1,Gd,7,Min1,1,TA,Attchd,1950.0,Unf,2,566,TA,TA,Y,436,21,0,0,0,0,No Pool,No Fence,Shed,500,4,2006,WD,Normal,170000,12.04355959836804,157.8483694969866,70,3
1078,20,RL,69.0,9.672248823507559,Pave,No Alley,IR1,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,1969,1969,Gable,CompShg,VinylSd,Plywood,None,0.0,TA,TA,CBlock,TA,TA,Mn,BLQ,75,Rec,791,230,1096,GasA,Ex,Y,SBrkr,1096,0,0,1096,1,0,1,0,3,1,TA,6,Typ,0,No Fireplace,Attchd,1969.0,Fin,1,299,TA,TA,Y,240,32,0,0,0,0,No Pool,No Fence,No Feature,0,3,2006,WD,Abnorml,138800,11.840796531639839,113.31387560422013,37,3
1079,120,RM,37.0,8.397508348470257,Pave,No Alley,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,TwnhsE,1Story,6,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,BrkFace,169.0,Gd,TA,PConc,Gd,TA,Mn,GLQ,662,Unf,0,186,848,GasA,Ex,Y,SBrkr,848,0,0,848,1,0,1,0,1,1,Gd,3,Typ,1,Gd,Attchd,2004.0,RFn,2,420,TA,TA,Y,140,0,0,0,0,0,No Pool,No Fence,No Feature,0,5,2006,WD,Normal,155900,11.956976469393481,100.98233485584768,2,2
1080,20,RL,65.0,9.079776001955066,Pave,No Alley,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,5,1994,1994,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,No,GLQ,495,Unf,0,495,990,GasA,Gd,Y,SBrkr,990,0,0,990,0,0,1,0,3,1,TA,5,Typ,0,No Fireplace,Attchd,1996.0,Unf,1,299,TA,TA,Y,0,64,0,0,0,0,No Pool,No Fence,No Feature,0,4,2007,WD,Normal,126000,11.744045122410057,109.03352679480554,13,3
1081,20,RL,80.0,9.309370895439137,Pave,No Alley,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,6,7,1971,2004,Gable,CompShg,VinylSd,VinylSd,BrkFace,144.0,Gd,Gd,CBlock,TA,TA,No,ALQ,656,Unf,0,602,1258,GasA,Ex,Y,SBrkr,1258,0,0,1258,0,1,2,0,3,1,Gd,5,Typ,0,No Fireplace,Attchd,1971.0,RFn,2,528,TA,TA,Y,55,0,0,216,0,0,No Pool,No Fence,No Feature,0,10,2008,COD,Abnorml,145000,11.884495917930655,135.13265441130093,37,2
1082,20,RL,75.0,8.922791623969637,Pave,No Alley,Reg,Lvl,AllPub,Corner,Gtl,Sawyer,Feedr,Norm,1Fam,1Story,5,5,1963,1963,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,TA,TA,No,ALQ,824,Unf,0,216,1040,GasA,Fa,Y,SBrkr,1040,0,0,1040,1,0,1,1,3,1,TA,5,Typ,0,No Fireplace,Attchd,1963.0,Fin,1,308,TA,TA,Y,0,0,220,0,0,0,No Pool,MnPrv,No Feature,0,6,2010,WD,Normal,133000,11.798111925972618,116.55545078585139,47,3
1083,20,RL,70.0,9.07680897935166,Pave,No Alley,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2002,2002,Gable,CompShg,VinylSd,VinylSd,BrkFace,100.0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,1459,1459,GasA,Ex,Y,SBrkr,1459,0,0,1459,0,0,2,0,3,1,Gd,6,Typ,1,Gd,Attchd,2002.0,RFn,2,527,TA,TA,Y,192,39,0,0,0,0,No Pool,No Fence,No Feature,0,9,2007,WD,Normal,192000,12.165255859329688,160.739308640184,5,2
1084,20,RL,80.0,9.082620630373812,Pave,No Alley,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,6,1964,1964,Hip,CompShg,HdBoard,HdBoard,BrkFace,425.0,TA,TA,CBlock,TA,TA,No,BLQ,553,Unf,0,698,1251,GasA,TA,Y,SBrkr,1251,0,0,1251,1,0,1,0,3,1,TA,6,Typ,2,Gd,Attchd,1964.0,RFn,1,461,TA,TA,Y,0,116,0,0,0,0,No Pool,MnPrv,Shed,700,3,2006,WD,Normal,160000,11.982935344196433,137.73557774905245,42,3
1085,60,RL,69.0,9.475163150281881,Pave,No Alley,IR2,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,1995,1996,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,PConc,Gd,TA,No,ALQ,592,Unf,0,99,691,GasA,Gd,Y,SBrkr,691,807,0,1498,0,0,2,1,3,1,TA,6,Typ,1,TA,Attchd,1995.0,Fin,2,409,TA,TA,Y,315,44,0,0,0,0,No Pool,No Fence,No Feature,0,7,2006,WD,Normal,187500,12.141539457711714,158.09754156638826,11,3
1086,85,RL,73.0,9.112727543109182,Pave,No Alley,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,SFoyer,6,6,1992,1992,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,PConc,Gd,TA,Av,GLQ,747,Unf,0,189,936,GasA,Ex,Y,SBrkr,996,0,0,996,1,0,1,0,2,1,Gd,5,Typ,0,No Fireplace,Attchd,1992.0,Unf,2,564,TA,TA,Y,120,0,0,0,0,0,No Pool,No Fence,No Feature,0,4,2010,WD,Normal,147000,11.898194668458823,109.29768231171911,18,3
1087,160,RM,69.0,7.5883236773352225,Pave,No Alley,Reg,Lvl,AllPub,Inside,Gtl,MeadowV,Norm,Norm,TwnhsE,2Story,4,5,1973,1973,Gable,CompShg,CemntBd,CmentBd,None,0.0,TA,TA,CBlock,TA,TA,No,BLQ,334,Unf,0,212,546,GasA,TA,Y,SBrkr,546,546,0,1092,0,0,1,1,3,1,TA,6,Typ,0,No Fireplace,Attchd,1973.0,RFn,1,286,TA,TA,Y,120,96,0,0,0,0,No Pool,No Fence,No Feature,0,5,2010,WD,Normal,83500,11.332613886815139,143.90530062147738,37,3
1088,60,FV,85.0,9.266248003914479,Pave,No Alley,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,8,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,Mn,Unf,0,Unf,0,1082,1082,GasA,Ex,Y,SBrkr,1082,871,0,1953,0,0,2,1,3,1,Gd,9,Typ,1,Gd,Attchd,2005.0,RFn,3,1043,TA,TA,Y,160,50,0,0,0,0,No Pool,No Fence,No Feature,0,5,2009,WD,Normal,252000,12.437188334739655,210.76491792308659,4,2
1089,160,RM,24.0,7.833203948641057,Pave,No Alley,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,Twnhs,2Story,7,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,Stone,50.0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,970,970,GasA,Ex,Y,SBrkr,970,739,0,1709,0,0,2,0,3,1,Gd,7,Maj1,0,No Fireplace,Detchd,2004.0,Unf,2,380,TA,TA,Y,0,40,0,0,0,0,No Pool,No Fence,No Feature,0,4,2006,WD,Normal,137500,11.83138646878959,218.17381638537393,2,2
1090,120,FV,37.0,8.106816038947052,Pave,Pave,IR1,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,TwnhsE,1Story,8,5,2005,2005,Gable,CompShg,MetalSd,MetalSd,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,1039,Unf,0,208,1247,GasA,Ex,Y,SBrkr,1247,0,0,1247,1,0,1,1,1,1,Gd,4,Typ,1,Gd,Attchd,2005.0,Fin,2,550,TA,TA,Y,0,84,0,0,0,0,No Pool,No Fence,No Feature,0,4,2006,WD,Normal,197000,12.190964083849375,153.82117887085616,1,2
1091,90,RL,60.0,9.053101595549691,Pave,No Alley,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,Duplex,1Story,3,4,1950,1950,Gable,CompShg,BrkFace,BrkFace,None,0.0,TA,TA,Slab,No Basement,No Basement,No Basement,No Basement,0,No Basement,0,0,0,Wall,Fa,N,FuseA,1040,0,0,1040,0,0,2,0,2,2,TA,6,Typ,0,No Fireplace,Detchd,1987.0,Unf,2,400,TA,TA,Y,0,0,0,0,0,0,No Pool,No Fence,No Feature,0,6,2009,WD,Normal,92900,11.439289689006644,114.8777564267302,59,3
1092,160,FV,24.0,7.6783263565068856,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,Twnhs,2Story,7,5,1999,2000,Gable,CompShg,MetalSd,MetalSd,BrkFace,212.0,Gd,TA,PConc,Gd,TA,No,BLQ,510,Unf,0,90,600,GasA,Ex,Y,SBrkr,624,628,0,1252,1,0,2,1,2,1,Gd,4,Typ,0,No Fireplace,Detchd,1999.0,Unf,2,462,TA,TA,Y,0,48,0,0,0,0,No Pool,No Fence,No Feature,0,3,2008,WD,Normal,160000,11.982935344196433,163.05636695671458,9,2
1093,50,RL,60.0,9.036106025364846,Pave,No Alley,Reg,Bnk,AllPub,Inside,Gtl,SWISU,Norm,Norm,1Fam,1.5Fin,6,5,1925,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,PConc,TA,TA,No,Rec,423,Unf,0,758,1181,GasA,Fa,Y,SBrkr,1390,304,0,1694,0,0,2,0,4,1,TA,7,Typ,1,Gd,Detchd,1925.0,Unf,2,576,TA,TA,Y,342,0,128,0,0,0,No Pool,No Fence,No Feature,0,6,2008,WD,Normal,136500,11.824087219587643,187.4701331795852,83,3
1094,20,RL,71.0,9.130322663990151,Pave,No Alley,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Feedr,Norm,1Fam,1Story,5,8,1965,1998,Hip,CompShg,MetalSd,MetalSd,BrkFace,166.0,TA,TA,CBlock,TA,TA,Mn,GLQ,661,Unf,0,203,864,GasA,Gd,Y,SBrkr,1200,0,0,1200,1,0,1,1,1,1,Gd,6,Typ,0,No Fireplace,Detchd,1977.0,Unf,2,884,TA,TA,Y,0,64,0,0,0,0,No Pool,MnPrv,No Feature,0,10,2006,WD,Normal,146000,11.891368749982085,131.43018534632748,41,3
1095,20,RL,74.0,8.677439540558334,Pave,No Alley,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,1956,2000,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,BLQ,248,Rec,240,448,936,GasA,Ex,Y,SBrkr,936,0,0,936,1,0,1,0,2,1,TA,4,Typ,0,No Fireplace,Attchd,1956.0,Fin,1,308,TA,TA,Y,0,0,80,0,160,0,No Pool,No Fence,No Feature,0,5,2010,WD,Normal,129000,11.767575435251748,107.86592008220144,54,3
1096,20,RL,78.0,9.139703292376742,Pave,No Alley,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,6,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,24,Unf,0,1290,1314,GasA,Gd,Y,SBrkr,1314,0,0,1314,0,0,2,0,3,1,Gd,6,Typ,1,Gd,Attchd,2006.0,RFn,2,440,TA,TA,Y,0,22,0,0,0,0,No Pool,No Fence,No Feature,0,3,2007,WD,Normal,176432,12.080696479888447,143.76834323450993,1,2
1097,70,RM,60.0,8.836809882398365,Pave,No Alley,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,2Story,6,7,1914,2006,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,PConc,TA,TA,No,Unf,0,Unf,0,684,684,GasA,TA,Y,SBrkr,773,582,0,1355,0,0,1,1,3,1,Gd,7,Typ,0,No Fireplace,No Garage,,No Garage,0,0,No Garage,No Garage,Y,136,0,115,0,0,0,No Pool,No Fence,No Feature,0,3,2007,WD,Normal,127000,11.751950239425476,153.33587776952882,93,3
1098,120,RL,69.0,8.215276958936633,Pave,No Alley,Reg,Lvl,AllPub,Inside,Gtl,StoneBr,Norm,Norm,TwnhsE,1Story,8,5,1986,1986,Gable,CompShg,HdBoard,HdBoard,None,0.0,Gd,TA,CBlock,Gd,TA,No,Unf,0,Unf,0,1074,1074,GasA,Ex,Y,SBrkr,1088,0,0,1088,0,0,1,1,2,1,Gd,5,Typ,0,No Fireplace,Attchd,1987.0,RFn,2,461,TA,TA,Y,0,74,137,0,0,0,No Pool,No Fence,No Feature,0,10,2007,WD,Normal,170000,12.04355959836804,132.43619240571877,21,2
1099,50,RM,50.0,8.699681400989514,Pave,No Alley,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,4,6,1936,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,BrkTil,TA,TA,No,BLQ,672,Unf,0,0,672,GasA,TA,Y,SBrkr,757,567,0,1324,0,0,1,0,3,1,TA,6,Typ,0,No Fireplace,Detchd,1936.0,Unf,1,240,TA,TA,Y,0,0,0,0,0,0,No Pool,No Fence,No Feature,0,7,2009,WD,Normal,128000,11.759793355371237,152.18948131243133,73,3
1100,20,RL,82.0,9.382695764458287,Pave,No Alley,IR1,Lvl,AllPub,Inside,Gtl,NWAmes,RRAn,Norm,1Fam,1Story,7,5,1978,1978,Gable,CompShg,Plywood,Plywood,BrkFace,206.0,TA,TA,CBlock,Gd,TA,No,ALQ,704,Unf,0,567,1271,GasA,TA,Y,SBrkr,1601,0,0,1601,0,0,2,0,3,1,TA,7,Typ,1,TA,Attchd,1978.0,RFn,2,478,TA,TA,Y,0,0,0,0,0,0,No Pool,No Fence,No Feature,0,4,2009,COD,Abnorml,157000,11.964007453736912,170.63326363672564,31,3
1101,30,RL,60.0,9.036106025364846,Pave,No Alley,Reg,Bnk,AllPub,Inside,Gtl,SWISU,Norm,Norm,1Fam,1Story,2,5,1920,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,TA,Fa,No,Rec,290,Unf,0,0,290,GasA,TA,N,FuseF,438,0,0,438,0,0,1,0,1,1,Fa,3,Typ,0,No Fireplace,Detchd,1930.0,Unf,1,246,TA,TA,N,0,0,0,0,0,0,No Pool,No Fence,No Feature,0,1,2009,WD,Normal,60000,11.002116507732017,48.472206807944694,89,3
1102,20,RL,61.0,9.18594521514146,Pave,No Alley,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,1971,1971,Gable,CompShg,HdBoard,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,BLQ,412,LwQ,287,251,950,GasA,TA,Y,SBrkr,950,0,0,950,0,0,1,0,3,1,TA,5,Typ,0,No Fireplace,Detchd,1981.0,Unf,1,280,TA,TA,Y,0,0,0,0,0,0,No Pool,No Fence,No Feature,0,7,2007,WD,Normal,119500,11.691080018519527,103.41886194074915,36,3
1103,20,RL,70.0,8.853808274977197,Pave,No Alley,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,1960,2002,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,45.0,TA,TA,CBlock,TA,TA,No,Rec,588,Unf,0,422,1010,GasA,Ex,Y,SBrkr,1134,0,0,1134,0,0,1,0,2,1,TA,6,Typ,0,No Fireplace,Attchd,1960.0,RFn,1,254,TA,TA,Y,0,16,0,0,0,0,No Pool,MnWw,No Feature,0,4,2007,WD,Family,135000,11.813037464800539,128.08047845410573,47,3
1104,20,RL,79.0,9.09504174761272,Pave,No Alley,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,6,1959,1959,Hip,CompShg,BrkFace,BrkFace,None,0.0,TA,TA,CBlock,TA,TA,Mn,ALQ,655,Unf,0,0,655,GasA,Ex,Y,SBrkr,1194,0,0,1194,0,1,1,0,3,1,TA,6,Typ,1,Fa,BuiltIn,1954.0,Fin,2,539,TA,TA,Y,0,0,192,0,0,0,No Pool,No Fence,No Feature,0,7,2006,WD,Normal,159500,11.979805470779858,131.28032098515686,47,3
1105,160,RM,24.0,7.6093665379542115,Pave,No Alley,Reg,Lvl,AllPub,Inside,Gtl,BrDale,Norm,Norm,TwnhsE,2Story,5,5,1970,1970,Gable,CompShg,HdBoard,HdBoard,BrkFace,304.0,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,0,630,630,GasA,TA,Y,SBrkr,630,672,0,1302,0,0,2,1,3,1,TA,6,Typ,0,No Fireplace,Detchd,1970.0,Unf,2,440,TA,TA,Y,0,0,0,0,0,0,No Pool,No Fence,No Feature,0,4,2007,WD,Normal,106000,11.571203807011969,171.104913070733,37,3
1106,60,RL,98.0,9.413852481341165,Pave,No Alley,IR1,Lvl,AllPub,Corner,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8,5,1994,1995,Gable,CompShg,HdBoard,HdBoard,BrkFace,362.0,Gd,TA,PConc,Ex,TA,Av,GLQ,1032,Unf,0,431,1463,GasA,Ex,Y,SBrkr,1500,1122,0,2622,1,0,2,1,3,1,Gd,9,Typ,2,TA,Attchd,1994.0,RFn,2,712,TA,TA,Y,186,32,0,0,0,0,No Pool,No Fence,No Feature,0,4,2010,WD,Normal,325000,12.691583538230217,278.52571571489625,16,2
1107,20,RL,114.0,9.245514446983837,Pave,No Alley,IR1,Lvl,AllPub,Corner,Gtl,SawyerW,Feedr,Norm,1Fam,1Story,7,5,1990,1991,Hip,CompShg,HdBoard,HdBoard,None,0.0,Gd,TA,PConc,Gd,TA,Mn,GLQ,738,Unf,0,172,910,GasA,Gd,Y,SBrkr,1442,0,0,1442,1,0,2,0,3,1,Gd,6,Typ,1,TA,Attchd,1990.0,Fin,2,719,TA,TA,Y,0,244,0,0,0,0,No Pool,No Fence,No Feature,0,5,2007,WD,Normal,179900,12.100161978566867,155.96752438912944,17,2
1108,60,RL,168.0,10.05440443785299,Pave,No Alley,IR3,HLS,AllPub,CulDSac,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Ex,Gd,No,Unf,0,Unf,0,868,868,GasA,Ex,Y,SBrkr,887,1134,0,2021,0,0,2,1,3,1,Gd,9,Typ,1,Gd,BuiltIn,2006.0,RFn,2,422,TA,TA,Y,0,100,0,0,0,0,No Pool,No Fence,No Feature,0,9,2006,New,Partial,274725,12.52352951631214,201.006435785625,0,2
1109,60,RL,69.0,8.99516499031115,Pave,No Alley,Reg,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,2000,2000,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,No,Unf,0,Unf,0,924,924,GasA,Ex,Y,SBrkr,948,742,0,1690,0,0,2,1,3,1,TA,7,Typ,1,TA,Attchd,2000.0,RFn,2,463,TA,TA,Y,100,48,0,0,0,0,No Pool,No Fence,No Feature,0,11,2007,WD,Abnorml,181000,12.10625783509458,187.87871059845247,7,3
1110,20,RL,107.0,9.338117741918008,Pave,No Alley,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,8,5,2004,2005,Gable,CompShg,MetalSd,MetalSd,Stone,42.0,Gd,TA,PConc,Ex,TA,Mn,GLQ,1039,Unf,0,797,1836,GasA,Ex,Y,SBrkr,1836,0,0,1836,1,0,2,0,3,1,Gd,7,Typ,1,Gd,Attchd,2004.0,Fin,3,862,TA,TA,Y,125,185,0,0,0,0,No Pool,No Fence,No Feature,0,3,2009,WD,Normal,280000,12.54254845357358,196.6134986452734,5,2
1111,60,RL,69.0,8.987321812850125,Pave,No Alley,Reg,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,1995,1996,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,PConc,Gd,TA,No,GLQ,219,Unf,0,554,773,GasA,Gd,Y,SBrkr,773,885,0,1658,1,0,2,1,3,1,TA,8,Typ,1,TA,Attchd,1995.0,Fin,2,431,TA,TA,Y,224,84,0,0,0,0,No Pool,No Fence,No Feature,0,6,2008,WD,Normal,188000,12.144202560946876,184.48209984306806,13,3
